name;name_enc;region_code;link;category
Hyatt Place Chicago/Naperville/Warrenville;Hyatt%20Place%20Chicago%2FNaperville%2FWarrenville;chizw;https://www.hyatt.com/en-US/hotel/illinois/hyatt-place-chicago-naperville-warrenville/chizw;1
Hyatt Place Chicago/Schaumburg;Hyatt%20Place%20Chicago%2FSchaumburg;chizs;https://www.hyatt.com/en-US/hotel/illinois/hyatt-place-chicago-schaumburg/chizs;1
Hyatt Place East Moline / Quad Cities;Hyatt%20Place%20East%20Moline%20%2F%20Quad%20Cities;mlize;https://www.hyatt.com/en-US/hotel/illinois/hyatt-place-east-moline-quad-cities/mlize;1
Hyatt Regency Deerfield;Hyatt%20Regency%20Deerfield;deerf;https://www.hyatt.com/en-US/hotel/illinois/hyatt-regency-deerfield/deerf;1
Hyatt Regency Lisle near Naperville;Hyatt%20Regency%20Lisle%20near%20Naperville;lisle;https://www.hyatt.com/en-US/hotel/illinois/hyatt-regency-lisle-near-naperville/lisle;1
Hyatt Regency Schaumburg, Chicago;Hyatt%20Regency%20Schaumburg%2C%20Chicago;chirw;https://www.hyatt.com/en-US/hotel/illinois/hyatt-regency-schaumburg-chicago/chirw;1
Hyatt Place Indianapolis Airport;Hyatt%20Place%20Indianapolis%20Airport;indza;https://www.hyatt.com/en-US/hotel/indiana/hyatt-place-indianapolis-airport/indza;1
Hyatt Place West Des Moines/Jordan Creek;Hyatt%20Place%20West%20Des%20Moines%2FJordan%20Creek;dsmzw;https://www.hyatt.com/en-US/hotel/iowa/hyatt-place-west-des-moines-jordan-creek/dsmzw;1
Hyatt Place Kansas City/Lenexa City Center;Hyatt%20Place%20Kansas%20City%2FLenexa%20City%20Center;mkczl;https://www.hyatt.com/en-US/hotel/kansas/hyatt-place-kansas-city-lenexa-city-center/mkczl;1
Hyatt Place Kansas City/Overland Park/Convention Center;Hyatt%20Place%20Kansas%20City%2FOverland%20Park%2FConvention%20Center;mkczc;https://www.hyatt.com/en-US/hotel/kansas/hyatt-place-kansas-city-overland-park-convention-center/mkczc;1
Hyatt Place Kansas City/Overland Park/Metcalf;Hyatt%20Place%20Kansas%20City%2FOverland%20Park%2FMetcalf;mkczm;https://www.hyatt.com/en-US/hotel/kansas/hyatt-place-kansas-city-overland-park-metcalf/mkczm;1
Hyatt Place Topeka;Hyatt%20Place%20Topeka;topzt;https://www.hyatt.com/en-US/hotel/kansas/hyatt-place-topeka/topzt;1
Hyatt Regency Wichita;Hyatt%20Regency%20Wichita;wicrw;https://www.hyatt.com/en-US/hotel/kansas/hyatt-regency-wichita/wicrw;1
Hyatt Place Bowling Green;Hyatt%20Place%20Bowling%20Green;bnazg;https://www.hyatt.com/en-US/hotel/kentucky/hyatt-place-bowling-green/bnazg;1
Hyatt Place Cincinnati Airport/Florence;Hyatt%20Place%20Cincinnati%20Airport%2FFlorence;cinza;https://www.hyatt.com/en-US/hotel/kentucky/hyatt-place-cincinnati-airport-florence/cinza;1
Hyatt Place Lexington;Hyatt%20Place%20Lexington;lexzl;https://www.hyatt.com/en-US/hotel/kentucky/hyatt-place-lexington/lexzl;1
Hyatt Place Baton Rouge/I-10;Hyatt%20Place%20Baton%20Rouge%2FI-10;btrzs;https://www.hyatt.com/en-US/hotel/louisiana/hyatt-place-baton-rouge-i10/btrzs;1
Hyatt Place Baltimore/BWI Airport;Hyatt%20Place%20Baltimore%2FBWI%20Airport;bwiza;https://www.hyatt.com/en-US/hotel/maryland/hyatt-place-baltimore-bwi-airport/bwiza;1
Hyatt Place Baltimore/Owings Mills;Hyatt%20Place%20Baltimore%2FOwings%20Mills;bwizo;https://www.hyatt.com/en-US/hotel/maryland/hyatt-place-baltimore-owings-mills/bwizo;1
Hyatt Place Detroit/Auburn Hills;Hyatt%20Place%20Detroit%2FAuburn%20Hills;detza;https://www.hyatt.com/en-US/hotel/michigan/hyatt-place-detroit-auburn-hills/detza;1
Hyatt Place Detroit/Livonia;Hyatt%20Place%20Detroit%2FLivonia;detzl;https://www.hyatt.com/en-US/hotel/michigan/hyatt-place-detroit-livonia/detzl;1
Hyatt Place Detroit/Utica;Hyatt%20Place%20Detroit%2FUtica;detzu;https://www.hyatt.com/en-US/hotel/michigan/hyatt-place-detroit-utica/detzu;1
Hyatt Place Flint / Grand Blanc;Hyatt%20Place%20Flint%20%2F%20Grand%20Blanc;fntzf;https://www.hyatt.com/en-US/hotel/michigan/hyatt-place-flint-grand-blanc/fntzf;1
Hyatt Place Columbus;Hyatt%20Place%20Columbus;ubszc;https://www.hyatt.com/en-US/hotel/mississippi/hyatt-place-columbus/ubszc;1
Hyatt Place Jackson/Ridgeland;Hyatt%20Place%20Jackson%2FRidgeland;janzr;https://www.hyatt.com/en-US/hotel/mississippi/hyatt-place-jackson-ridgeland/janzr;1
Hyatt Place St. Louis/Chesterfield;Hyatt%20Place%20St.%20Louis%2FChesterfield;stlzc;https://www.hyatt.com/en-US/hotel/missouri/hyatt-place-st-louis-chesterfield/stlzc;1
Hyatt House Mt. Laurel;Hyatt%20House%20Mt.%20Laurel;phlxm;https://www.hyatt.com/en-US/hotel/new-jersey/hyatt-house-mt-laurel/phlxm;1
Hyatt Place Mt. Laurel;Hyatt%20Place%20Mt.%20Laurel;phlzm;https://www.hyatt.com/en-US/hotel/new-jersey/hyatt-place-mt-laurel/phlzm;1
Hyatt Place Albuquerque Airport;Hyatt%20Place%20Albuquerque%20Airport;abqza;https://www.hyatt.com/en-US/hotel/new-mexico/hyatt-place-albuquerque-airport/abqza;1
Hyatt Place Albuquerque/Uptown;Hyatt%20Place%20Albuquerque%2FUptown;abqzu;https://www.hyatt.com/en-US/hotel/new-mexico/hyatt-place-albuquerque-uptown/abqzu;1
Hyatt Regency Albuquerque;Hyatt%20Regency%20Albuquerque;albuq;https://www.hyatt.com/en-US/hotel/new-mexico/hyatt-regency-albuquerque/albuq;1
Hyatt House Charlotte Airport;Hyatt%20House%20Charlotte%20Airport;cltxc;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-house-charlotte-airport/cltxc;1
Hyatt House Raleigh / RDU / Brier Creek;Hyatt%20House%20Raleigh%20%2F%20RDU%20%2F%20Brier%20Creek;rduxr;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-house-raleigh-rdu-brier-creek/rduxr;1
Hyatt House Raleigh Durham Airport;Hyatt%20House%20Raleigh%20Durham%20Airport;rduxm;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-house-raleigh-durham-airport/rduxm;1
Hyatt Place Charlotte Airport/Lake Pointe;Hyatt%20Place%20Charlotte%20Airport%2FLake%20Pointe;cltzt;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-place-charlotte-airport-lake-pointe/cltzt;1
Hyatt Place Charlotte Airport/Tyvola Road;Hyatt%20Place%20Charlotte%20Airport%2FTyvola%20Road;cltzo;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-place-charlotte-airport-tyvola-road/cltzo;1
Hyatt Place Charlotte/Arrowood;Hyatt%20Place%20Charlotte%2FArrowood;cltzc;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-place-charlotte-arrowood/cltzc;1
Hyatt Place Durham/Southpoint;Hyatt%20Place%20Durham%2FSouthpoint;rduzd;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-place-durham-southpoint/rduzd;1
Hyatt Place Greensboro;Hyatt%20Place%20Greensboro;gsozg;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-place-greensboro/gsozg;1
Hyatt Place North Raleigh-Midtown;Hyatt%20Place%20North%20Raleigh-Midtown;rduzw;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-place-north-raleigh-midtown/rduzw;1
Hyatt Place Raleigh / Cary;Hyatt%20Place%20Raleigh%20%2F%20Cary;rduzh;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-place-raleigh-cary/rduzh;1
Hyatt Place Raleigh-Durham Airport;Hyatt%20Place%20Raleigh-Durham%20Airport;rduzr;https://www.hyatt.com/en-US/hotel/north-carolina/hyatt-place-raleigh-durham-airport/rduzr;1
Hyatt House Minot;Hyatt%20House%20Minot;motxm;https://www.hyatt.com/en-US/hotel/north-dakota/hyatt-house-minot/motxm;1
Hyatt Place Canton;Hyatt%20Place%20Canton;cakzn;https://www.hyatt.com/en-US/hotel/ohio/hyatt-place-canton/cakzn;1
Hyatt Place Cincinnati / Sharonville Convention Center;Hyatt%20Place%20Cincinnati%20%2F%20Sharonville%20Convention%20Center;cvgzs;https://www.hyatt.com/en-US/hotel/ohio/hyatt-place-cincinnati-sharonville-convention-center/cvgzs;1
Hyatt Place Cincinnati-Northeast;Hyatt%20Place%20Cincinnati-Northeast;cinzn;https://www.hyatt.com/en-US/hotel/ohio/hyatt-place-cincinnati-northeast/cinzn;1
Hyatt Place Cincinnati/Blue Ash;Hyatt%20Place%20Cincinnati%2FBlue%20Ash;cinzb;https://www.hyatt.com/en-US/hotel/ohio/hyatt-place-cincinnati-blue-ash/cinzb;1
Hyatt Place Cleveland/Independence;Hyatt%20Place%20Cleveland%2FIndependence;clezi;https://www.hyatt.com/en-US/hotel/ohio/hyatt-place-cleveland-independence/clezi;1
Hyatt Place Columbus/Dublin;Hyatt%20Place%20Columbus%2FDublin;cmhzd;https://www.hyatt.com/en-US/hotel/ohio/hyatt-place-columbus-dublin/cmhzd;1
Hyatt Place Columbus/Worthington;Hyatt%20Place%20Columbus%2FWorthington;cmhzw;https://www.hyatt.com/en-US/hotel/ohio/hyatt-place-columbus-worthington/cmhzw;1
Hyatt Place Oklahoma City Airport;Hyatt%20Place%20Oklahoma%20City%20Airport;okczo;https://www.hyatt.com/en-US/hotel/oklahoma/hyatt-place-oklahoma-city-airport/okczo;1
Hyatt Place Oklahoma City-Northwest;Hyatt%20Place%20Oklahoma%20City-Northwest;okczn;https://www.hyatt.com/en-US/hotel/oklahoma/hyatt-place-oklahoma-city-northwest/okczn;1
Hyatt Place Tulsa / Downtown ;Hyatt%20Place%20Tulsa%20%2F%20Downtown%20;tulzt;https://www.hyatt.com/en-US/hotel/oklahoma/hyatt-place-tulsa-downtown/tulzt;1
Hyatt Place Tulsa-South/Medical District;Hyatt%20Place%20Tulsa-South%2FMedical%20District;tulzs;https://www.hyatt.com/en-US/hotel/oklahoma/hyatt-place-tulsa-south-medical-district/tulzs;1
Hyatt Regency Tulsa Downtown;Hyatt%20Regency%20Tulsa%20Downtown;tulrt;https://www.hyatt.com/en-US/hotel/oklahoma/hyatt-regency-tulsa-downtown/tulrt;1
Hyatt House Philadelphia/Plymouth Meeting;Hyatt%20House%20Philadelphia%2FPlymouth%20Meeting;phlxp;https://www.hyatt.com/en-US/hotel/pennsylvania/hyatt-house-philadelphia-plymouth-meeting/phlxp;1
Hyatt Place Pittsburgh Airport;Hyatt%20Place%20Pittsburgh%20Airport;pitza;https://www.hyatt.com/en-US/hotel/pennsylvania/hyatt-place-pittsburgh-airport/pitza;1
Hyatt Place Pittsburgh/Cranberry;Hyatt%20Place%20Pittsburgh%2FCranberry;pitzc;https://www.hyatt.com/en-US/hotel/pennsylvania/hyatt-place-pittsburgh-cranberry/pitzc;1
Hyatt Place Columbia/Harbison;Hyatt%20Place%20Columbia%2FHarbison;caezh;https://www.hyatt.com/en-US/hotel/south-carolina/hyatt-place-columbia-harbison/caezh;1
Hyatt Place Florence / Downtown;Hyatt%20Place%20Florence%20%2F%20Downtown;flozf;https://www.hyatt.com/en-US/hotel/south-carolina/hyatt-place-florence-downtown/flozf;1
Hyatt Place Greenville/Haywood;Hyatt%20Place%20Greenville%2FHaywood;pgvzg;https://www.hyatt.com/en-US/hotel/south-carolina/hyatt-place-greenville-haywood/pgvzg;1
Hyatt Place North Charleston;Hyatt%20Place%20North%20Charleston;chszn;https://www.hyatt.com/en-US/hotel/south-carolina/hyatt-place-north-charleston/chszn;1
Hyatt Place Sumter / Downtown;Hyatt%20Place%20Sumter%20%2F%20Downtown;sumzs;https://www.hyatt.com/en-US/hotel/south-carolina/hyatt-place-sumter-downtown/sumzs;1
Hyatt Place Memphis/Germantown;Hyatt%20Place%20Memphis%2FGermantown;memzg;https://www.hyatt.com/en-US/hotel/tennessee/hyatt-place-memphis-germantown/memzg;1
Hyatt Place Memphis/Primacy Parkway;Hyatt%20Place%20Memphis%2FPrimacy%20Parkway;memzp;https://www.hyatt.com/en-US/hotel/tennessee/hyatt-place-memphis-primacy-parkway/memzp;1
Hyatt Place Memphis/Wolfchase Galleria;Hyatt%20Place%20Memphis%2FWolfchase%20Galleria;memzw;https://www.hyatt.com/en-US/hotel/tennessee/hyatt-place-memphis-wolfchase-galleria/memzw;1
Hyatt Place Nashville/Hendersonville;Hyatt%20Place%20Nashville%2FHendersonville;bnazh;https://www.hyatt.com/en-US/hotel/tennessee/hyatt-place-nashville-hendersonville/bnazh;1
Hyatt House Dallas/Addison;Hyatt%20House%20Dallas%2FAddison;dfwxa;https://www.hyatt.com/en-US/hotel/texas/hyatt-house-dallas-addison/dfwxa;1
Hyatt House Dallas/Richardson;Hyatt%20House%20Dallas%2FRichardson;dfwxr;https://www.hyatt.com/en-US/hotel/texas/hyatt-house-dallas-richardson/dfwxr;1
Hyatt House Houston/Energy Corridor;Hyatt%20House%20Houston%2FEnergy%20Corridor;houxw;https://www.hyatt.com/en-US/hotel/texas/hyatt-house-houston-energy-corridor/houxw;1
Hyatt House Houston/Galleria;Hyatt%20House%20Houston%2FGalleria;houxg;https://www.hyatt.com/en-US/hotel/texas/hyatt-house-houston-galleria/houxg;1
Hyatt Place Austin Airport;Hyatt%20Place%20Austin%20Airport;auszi;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-austin-airport/auszi;1
Hyatt Place Austin/Round Rock;Hyatt%20Place%20Austin%2FRound%20Rock;auszr;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-austin-round-rock/auszr;1
Hyatt Place Dallas / Las Colinas;Hyatt%20Place%20Dallas%20%2F%20Las%20Colinas;dfwzw;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-las-colinas/dfwzw;1
Hyatt Place Dallas / Rockwall;Hyatt%20Place%20Dallas%20%2F%20Rockwall;dfwzr;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-rockwall/dfwzr;1
Hyatt Place Dallas-North/by the Galleria;Hyatt%20Place%20Dallas-North%2Fby%20the%20Galleria;dfwzn;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-north-by-the-galleria/dfwzn;1
Hyatt Place Dallas/Allen;Hyatt%20Place%20Dallas%2FAllen;dfwzo;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-allen/dfwzo;1
Hyatt Place Dallas/Garland/Richardson;Hyatt%20Place%20Dallas%2FGarland%2FRichardson;dfwzb;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-garland-richardson/dfwzb;1
Hyatt Place Dallas/North Arlington/Grand Prairie;Hyatt%20Place%20Dallas%2FNorth%20Arlington%2FGrand%20Prairie;dfwzg;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-north-arlington-grand-prairie/dfwzg;1
Hyatt Place Dallas/Park Central;Hyatt%20Place%20Dallas%2FPark%20Central;dfwze;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-park-central/dfwze;1
Hyatt Place Dallas/Plano;Hyatt%20Place%20Dallas%2FPlano;dfwzp;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-plano/dfwzp;1
Hyatt Place Dallas/The Colony;Hyatt%20Place%20Dallas%2FThe%20Colony;dfwzt;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-the-colony/dfwzt;1
Hyatt Place El Paso Airport;Hyatt%20Place%20El%20Paso%20Airport;elpza;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-el-paso-airport/elpza;1
Hyatt Place Fort Worth/Cityview;Hyatt%20Place%20Fort%20Worth%2FCityview;dfwzc;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-fort-worth-cityview/dfwzc;1
Hyatt Place Fort Worth/Hurst;Hyatt%20Place%20Fort%20Worth%2FHurst;dfwzh;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-fort-worth-hurst/dfwzh;1
Hyatt Place Houston NW Vintage Park;Hyatt%20Place%20Houston%20NW%20Vintage%20Park;houzv;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-houston-nw-vintage-park/houzv;1
Hyatt Place Houston-North;Hyatt%20Place%20Houston-North;houza;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-houston-north/houza;1
Hyatt Place Houston-Northwest / Cy-Fair;Hyatt%20Place%20Houston-Northwest%20%2F%20Cy-Fair;houzn;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-houston-northwest-cy-fair/houzn;1
Hyatt Place Houston/Galleria;Hyatt%20Place%20Houston%2FGalleria;houzg;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-houston-galleria/houzg;1
Hyatt Place Houston/Katy;Hyatt%20Place%20Houston%2FKaty;houzk;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-houston-katy/houzk;1
Hyatt Place Houston/Sugar Land;Hyatt%20Place%20Houston%2FSugar%20Land;houzs;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-houston-sugar-land/houzs;1
Hyatt Place San Antonio Airport/Quarry Market;Hyatt%20Place%20San%20Antonio%20Airport%2FQuarry%20Market;satza;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-san-antonio-airport-quarry-market/satza;1
Hyatt Place San Antonio-North/Stone Oak;Hyatt%20Place%20San%20Antonio-North%2FStone%20Oak;satzs;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-san-antonio-north-stone-oak/satzs;1
Hyatt Place San Antonio-Northwest/Medical Center;Hyatt%20Place%20San%20Antonio-Northwest%2FMedical%20Center;satzn;https://www.hyatt.com/en-US/hotel/texas/hyatt-place-san-antonio-northwest-medical-center/satzn;1
Hyatt Regency Houston Intercontinental Airport;Hyatt%20Regency%20Houston%20Intercontinental%20Airport;hounh;https://www.hyatt.com/en-US/hotel/texas/hyatt-regency-houston-intercontinental-airport/hounh;1
Hyatt Regency Richardson - Dallas;Hyatt%20Regency%20Richardson%20-%20Dallas;dfwnd;https://www.hyatt.com/en-US/hotel/texas/hyatt-regency-richardson-dallas/dfwnd;1
Hyatt House Provo / Pleasant Grove;Hyatt%20House%20Provo%20%2F%20Pleasant%20Grove;pvuxp;https://www.hyatt.com/en-US/hotel/utah/hyatt-house-provo-pleasant-grove/pvuxp;1
Hyatt Place Provo;Hyatt%20Place%20Provo;pvuzp;https://www.hyatt.com/en-US/hotel/utah/hyatt-place-provo/pvuzp;1
Hyatt Place Salt Lake City/Farmington/Station Park;Hyatt%20Place%20Salt%20Lake%20City%2FFarmington%2FStation%20Park;slczs;https://www.hyatt.com/en-US/hotel/utah/hyatt-place-salt-lake-city-farmington-station-park/slczs;1
Hyatt Place Salt Lake City/Lehi;Hyatt%20Place%20Salt%20Lake%20City%2FLehi;slczt;https://www.hyatt.com/en-US/hotel/utah/hyatt-place-salt-lake-city-lehi/slczt;1
Hyatt Place St. George / Convention Center;Hyatt%20Place%20St.%20George%20%2F%20Convention%20Center;sguzs;https://www.hyatt.com/en-US/hotel/utah/hyatt-place-st-george-convention-center/sguzs;1
Hyatt House Sterling/Dulles Airport-North;Hyatt%20House%20Sterling%2FDulles%20Airport-North;iadxd;https://www.hyatt.com/en-US/hotel/virginia/hyatt-house-sterling-dulles-airport-north/iadxd;1
Hyatt Place Chantilly/Dulles Airport-South;Hyatt%20Place%20Chantilly%2FDulles%20Airport-South;iadzs;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-chantilly-dulles-airport-south/iadzs;1
Hyatt Place Chesapeake/Greenbrier;Hyatt%20Place%20Chesapeake%2FGreenbrier;orfzc;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-chesapeake-greenbrier/orfzc;1
Hyatt Place Fredericksburg-Mary Washington;Hyatt%20Place%20Fredericksburg-Mary%20Washington;ezfzm;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-fredericksburg-mary-washington/ezfzm;1
Hyatt Place Herndon/Dulles Airport-East;Hyatt%20Place%20Herndon%2FDulles%20Airport-East;iadzh;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-herndon-dulles-airport-east/iadzh;1
Hyatt Place Richmond Airport;Hyatt%20Place%20Richmond%20Airport;riczv;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-richmond-airport/riczv;1
Hyatt Place Richmond/Arboretum;Hyatt%20Place%20Richmond%2FArboretum;ricza;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-richmond-arboretum/ricza;1
Hyatt Place Richmond/Chester;Hyatt%20Place%20Richmond%2FChester;riczc;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-richmond-chester/riczc;1
Hyatt Place Richmond/Innsbrook;Hyatt%20Place%20Richmond%2FInnsbrook;riczi;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-richmond-innsbrook/riczi;1
Hyatt Place Roanoke Airport/Valley View Mall;Hyatt%20Place%20Roanoke%20Airport%2FValley%20View%20Mall;roazr;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-roanoke-airport-valley-view-mall/roazr;1
Hyatt Place Sterling/Dulles Airport-North;Hyatt%20Place%20Sterling%2FDulles%20Airport-North;iadzn;https://www.hyatt.com/en-US/hotel/virginia/hyatt-place-sterling-dulles-airport-north/iadzn;1
Hyatt Regency Dulles;Hyatt%20Regency%20Dulles;dulle;https://www.hyatt.com/en-US/hotel/virginia/hyatt-regency-dulles/dulle;1
